ID,cement,slag,flyash,water,superplasticizer,coarseaggregate,fineaggregate,age,csMPa
765,275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8
766,439.0,177.0,0.0,186.0,11.1,884.9,707.9,28,66.0
767,295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95
768,166.1,0.0,163.3,176.5,4.5,1058.6,780.1,28,21.54
769,252.0,97.0,76.0,194.0,8.0,835.0,821.0,28,33.4
770,178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24
771,302.0,0.0,0.0,203.0,0.0,974.0,817.0,14,18.13
772,255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75
773,233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,22.84
774,155.0,184.0,143.0,194.0,9.0,880.0,699.0,28,28.99
775,266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42
776,331.0,0.0,0.0,192.0,0.0,978.0,825.0,90,37.23
777,385.0,0.0,0.0,186.0,0.0,966.0,763.0,28,31.35
778,182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32
779,380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,52.91
780,380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,41.15
781,238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.58
782,200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25
783,139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.21
784,284.0,120.0,0.0,168.0,7.0,970.0,794.0,28,40.93
785,164.2,0.0,200.1,181.2,12.6,849.3,846.0,28,15.09
786,304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19
787,322.0,0.0,0.0,203.0,0.0,974.0,800.0,180,29.59
788,250.0,0.0,95.7,187.4,5.5,956.9,861.2,100,42.35
789,307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53
790,385.0,0.0,0.0,186.0,0.0,966.0,763.0,1,6.27
791,336.0,0.0,0.0,182.0,3.0,986.0,817.0,28,44.86
792,290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04
793,424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1
794,342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.14
795,322.2,0.0,115.6,196.0,10.4,817.9,813.4,28,31.18
796,250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87
797,122.6,183.9,0.0,203.5,0.0,958.2,800.1,3,3.32
798,183.9,122.6,0.0,203.5,0.0,959.2,800.0,3,4.9
799,143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.15
800,251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36
801,155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99
802,181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77
803,284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,13.4
804,147.0,115.0,89.0,202.0,9.0,860.0,829.0,28,19.99
805,108.3,162.4,0.0,203.5,0.0,938.2,849.0,3,2.33
806,152.0,178.0,139.0,168.0,18.0,944.0,695.0,28,36.35
807,186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6
808,332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,33.02
809,150.7,0.0,185.3,166.7,15.6,1074.5,678.0,28,13.46
810,375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21
811,222.4,0.0,96.7,189.3,4.5,967.1,870.3,100,40.71
812,387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84
813,277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95
814,200.0,133.0,0.0,192.0,0.0,965.4,806.2,3,11.41
815,222.4,0.0,96.7,189.3,4.5,967.1,870.3,14,24.45
816,159.8,250.0,0.0,168.4,12.2,1049.3,688.2,28,39.46
817,252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78
818,165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88
819,289.0,133.7,0.0,194.9,5.5,924.1,760.1,28,46.25
820,277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97
821,194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39
822,439.0,177.0,0.0,186.0,11.1,884.9,707.9,7,56.1
823,254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63
